"Entrez","ENSG","trt","untrt","baseMean","log2FoldChange","pvalue","padj","Symbol"
"101928063","ENSG00000266921",6.851,6.825,6.838,0.854,0.7078,1,"AC006213.1"
"645485","ENSG00000246331",6.392,6.408,6.4,1.632,0.2649,1,"AC010198.1"
"57665","ENSG00000240857",8.818,8.807,8.813,2.703,0.1764,1,"RDH14"
"414189","ENSG00000204149",8.619,8.508,8.564,-0.161,0.9133,1,"AGAP6"
"55090","ENSG00000141026",8.488,8.632,8.56,-0.498,1,1,"MED9"
"996","ENSG00000004897",10.716,10.904,10.81,-0.872,0.3386,1,"CDC27"
"146923","ENSG00000198863",8.81,8.699,8.754,4.603,0.165,1,"RUNDC1"
"282969","ENSG00000148803",7.867,7.916,7.891,-0.46,0.8726,1,"FUOM"
"84279","ENSG00000135617",8.114,8.234,8.174,-2.017,0.0984,1,"PRADC1"
"64421","ENSG00000152457",8.617,8.564,8.591,-0.42,0.6206,1,"DCLRE1C"
"50514","ENSG00000173077",6.496,6.517,6.506,0.488,0.5316,1,"DEC1"
"7334","ENSG00000177889",10.137,9.904,10.021,-2.859,0.08204,1,"UBE2N"
"29985","ENSG00000141873",8.83,8.784,8.807,0.129,0.9263,1,"SLC39A3"
"400916","ENSG00000250479",7.484,7.483,7.483,3.079,0.215,1,"CHCHD10"
"23272","ENSG00000163946",10.956,10.819,10.887,-1.597,0.4692,1,"FAM208A"
"56605","ENSG00000086619",8.051,7.886,7.968,-1.167,0.5936,1,"ERO1B"
"6429","ENSG00000116350",10.774,10.626,10.7,-0.309,0.7506,1,"SRSF4"
"889","ENSG00000001631",9.827,9.892,9.859,-1.496,0.391,1,"KRIT1"
"166815","ENSG00000180346",8.157,8.059,8.108,0.077,0.9541,1,"TIGD2"
"23524","ENSG00000167978",13.554,13.384,13.469,-0.37,0.5645,1,"SRRM2"
"83746","ENSG00000100395",9.032,9.221,9.126,0.639,0.7815,1,"L3MBTL2"
"26022","ENSG00000006042",11.663,11.647,11.655,-1.222,0.5138,1,"TMEM98"
"23064","ENSG00000107290",11.699,11.608,11.653,-0.561,0.7968,1,"SETX"
"100996842","ENSG00000233223",7.509,7.417,7.463,0.751,0.5378,1,"AC016876.1"
"85406","ENSG00000135392",10.047,10.042,10.044,-0.159,0.8523,1,"DNAJC14"
"79637","ENSG00000125449",8.22,8.162,8.191,2.261,0.365,1,"ARMC7"
"8994","ENSG00000144791",9.764,9.606,9.685,0.917,0.7203,1,"LIMD1"
"101929202","ENSG00000230500",6.3,6.342,6.321,0.453,0.8178,1,"MKX-AS1"
"9887","ENSG00000116698",10.13,10.201,10.166,-1.486,0.5098,1,"SMG7"
"103","ENSG00000160710",12.243,12.314,12.278,0.743,0.3424,1,"ADAR"
"4168","ENSG00000101977",6.644,6.411,6.528,-0.448,0.6759,1,"MCF2"
"403323","ENSG00000234665",6.366,6.327,6.347,0.648,0.6773,1,"AL512625.3"
"55500","ENSG00000139163",9.53,9.53,9.53,-0.27,0.719,1,"ETNK1"
"375757","ENSG00000175854",8.678,8.786,8.732,-0.268,0.8195,1,"SWI5"
"201516","ENSG00000180532",6.243,6.252,6.248,1.247,0.1721,1,"ZSCAN4"
"7905","ENSG00000129625",11.764,11.559,11.661,1.036,0.2519,1,"REEP5"
"6532","ENSG00000108576",6.445,6.516,6.481,-1.444,0.5906,1,"SLC6A4"
"254956","ENSG00000185681",6.275,6.332,6.304,0.357,0.8391,1,"MORN5"
"30851","ENSG00000213977",11.501,11.523,11.512,0.042,0.9571,1,"TAX1BP3"
"728606","ENSG00000265369",6.451,6.322,6.386,-2.098,0.1095,1,"PCAT18"
"8720","ENSG00000140943",11.91,11.997,11.953,-1.725,0.6009,1,"MBTPS1"
"643338","ENSG00000188277",7.228,7.189,7.208,-0.356,0.8591,1,"C15orf62"
"440081","ENSG00000214826",6.571,6.676,6.623,-0.653,0.7859,1,"DDX12P"
"79068","ENSG00000140718",10.436,10.462,10.449,0.883,0.7442,1,"FTO"
"57415","ENSG00000114405",7.985,7.832,7.908,-0.289,0.9166,1,"C3orf14"
"10435","ENSG00000149798",9.771,9.782,9.777,-2.433,0.365,1,"CDC42EP2"
"84681","ENSG00000137133",8.052,8.094,8.073,2.804,0.2737,1,"HINT2"
"378707","ENSG00000278771",6.432,6.312,6.372,0.483,0.6781,1,"RN7SL3"
"84502","ENSG00000092051",6.2,6.324,6.262,0.499,0.7281,1,"JPH4"
"8661","ENSG00000107581",13.236,13.04,13.138,-0.09,0.9512,1,"EIF3A"
"80264","ENSG00000118620",7.897,7.871,7.884,-1.219,0.7174,1,"ZNF430"
"401399","ENSG00000224940",6.416,6.384,6.4,-1.082,0.2298,1,"PRRT4"
"84905","ENSG00000131061",7.657,7.6,7.629,-0.008,0.9972,1,"ZNF341"
"23329","ENSG00000111490",6.781,6.901,6.841,-0.385,0.6776,1,"TBC1D30"
"198437","ENSG00000171695",6.195,6.319,6.257,-0.418,0.6275,1,"LKAAEAR1"
"7739","ENSG00000147394",8.084,8.027,8.056,0.591,0.7846,1,"ZNF185"
"79663","ENSG00000169087",7.969,7.865,7.917,1.056,0.589,1,"HSPBAP1"
"155006","ENSG00000214128",6.678,6.788,6.733,-1.884,0.385,1,"TMEM213"
"441234","ENSG00000182111",6.359,6.46,6.41,-1.835,0.408,1,"ZNF716"
"2120","ENSG00000139083",9.471,9.304,9.387,2.972,0.1557,1,"ETV6"
"3692","ENSG00000242372",10.278,10.231,10.255,-1.505,0.2704,1,"EIF6"
"10589","ENSG00000175550",10.351,10.555,10.453,-0.794,0.8187,1,"DRAP1"
"26747","ENSG00000083635",7.891,7.973,7.932,0.284,0.6598,1,"NUFIP1"
"8535","ENSG00000141582",8.875,8.834,8.855,-0.886,0.6112,1,"CBX4"
"102723927","ENSG00000237940",6.786,6.82,6.803,-0.408,0.8582,1,"LINC01238"
"78994","ENSG00000156858",9.106,9.09,9.098,-0.324,0.9054,1,"PRR14"
"100288748","ENSG00000261437",6.275,6.333,6.304,1.217,0.3611,1,"AC108860.2"
"10316","ENSG00000171596",6.721,6.486,6.604,1.215,0.5734,1,"NMUR1"
"79230","ENSG00000130544",7.922,8.049,7.985,-0.815,0.6765,1,"ZNF557"
"55681","ENSG00000136021",10.311,10.39,10.35,-0.513,0.4806,1,"SCYL2"
"124602","ENSG00000196169",6.379,6.26,6.32,0.806,0.6894,1,"KIF19"
"7268","ENSG00000243725",8.801,8.875,8.838,0.758,0.7075,1,"TTC4"
"341116","ENSG00000172689",6.579,6.491,6.535,-1.318,0.0971,1,"MS4A10"
"116844","ENSG00000171236",6.425,6.473,6.449,0.081,0.9633,1,"LRG1"
"4595","ENSG00000132781",7.938,7.901,7.919,0.484,0.7509,1,"MUTYH"
"138311","ENSG00000165716",6.787,6.799,6.793,1.974,0.05104,1,"FAM69B"
"29123","ENSG00000167522",12.134,12.099,12.116,-0.48,0.7978,1,"ANKRD11"
"79894","ENSG00000171161",8.527,8.68,8.603,-0.049,0.9697,1,"ZNF672"
"146771","ENSG00000240280",6.381,6.471,6.426,-0.759,0.4586,1,"TCAM1P"
"150290","ENSG00000167065",7.973,7.954,7.963,0.149,0.8594,1,"DUSP18"
"4751","ENSG00000117650",6.699,6.699,6.699,1.151,0.4144,1,"NEK2"
"56606","ENSG00000109667",8.046,7.892,7.969,-0.338,0.7886,1,"SLC2A9"
"107987457","ENSG00000146112",11.077,11.155,11.116,1.104,0.5393,1,"PPP1R18"
"57154","ENSG00000198742",10.002,9.879,9.94,-0.951,0.6393,1,"SMURF1"
"4359","ENSG00000158887",6.85,6.864,6.857,0.114,0.9572,1,"MPZ"
"11243","ENSG00000160783",8.757,8.93,8.844,-2.204,0.1178,1,"PMF1"
"4308","ENSG00000134160",6.324,6.259,6.291,0.011,0.9959,1,"TRPM1"
"339829","ENSG00000284862",7.115,6.867,6.991,-0.632,0.4823,1,"CCDC39"
"4507","ENSG00000099810",9.695,9.524,9.61,-0.055,0.9645,1,"MTAP"
"390980","ENSG00000204524",7.306,7.338,7.322,-1.105,0.4568,1,"ZNF805"
"400710","ENSG00000204666",6.365,6.533,6.449,0.138,0.9133,1,"AC010624.1"
"6647","ENSG00000142168",11.727,11.628,11.677,-2.328,0.1041,1,"SOD1"
"1954","ENSG00000105429",12.039,11.979,12.009,0.535,0.8182,1,"MEGF8"
"4734","ENSG00000069869",10.524,10.48,10.502,-0.354,0.6721,1,"NEDD4"
"5260","ENSG00000164776",7.032,7.206,7.119,0.658,0.7757,1,"PHKG1"
"124751","ENSG00000184619",7.366,7.555,7.461,1.051,0.4795,1,"KRBA2"
"728658","ENSG00000236552",6.938,6.815,6.877,-0.043,0.9751,1,"RPL13AP5"
"386758","ENSG00000267454",7.479,7.608,7.543,-1.633,0.2168,1,"ZNF582-AS1"
"6734","ENSG00000182934",11.653,11.598,11.626,-1.929,0.2283,1,"SRPRA"
"27019","ENSG00000122735",6.259,6.377,6.318,0.552,0.6084,1,"DNAI1"
"303","ENSG00000213406",6.256,6.317,6.287,1.845,0.2231,1,"ANXA2P1"
"2931","ENSG00000105723",10.05,9.955,10.003,-0.995,0.6167,1,"GSK3A"
"6871","ENSG00000276234",8.575,8.517,8.546,0.588,0.6191,1,"TADA2A"
"51057","ENSG00000143951",8.235,8.287,8.261,-0.451,0.7675,1,"WDPCP"
"83876","ENSG00000134042",6.806,6.581,6.694,0.083,0.9626,1,"MRO"
"79567","ENSG00000039523",10.957,10.786,10.872,2.085,0.1878,1,"RIPOR1"
"6752","ENSG00000180616",6.947,7.043,6.995,-0.049,0.9695,1,"SSTR2"
"1748","ENSG00000108813",6.393,6.379,6.386,-0.269,0.7227,1,"DLX4"
"9452","ENSG00000078596",6.534,6.428,6.481,-0.358,0.8075,1,"ITM2A"
"285367","ENSG00000156990",8.648,8.634,8.641,-0.362,0.7275,1,"RPUSD3"
"51263","ENSG00000185414",9.019,9.095,9.057,0.91,0.6513,1,"MRPL30"
"101929484","ENSG00000223485",6.852,6.842,6.847,0.153,0.911,1,"LINC01615"
"149775","ENSG00000235590",6.604,6.533,6.568,0.093,0.8876,1,"GNAS-AS1"
"57405","ENSG00000152253",6.624,6.668,6.646,1.718,0.346,1,"SPC25"
"60509","ENSG00000084693",9.476,9.557,9.517,-0.76,0.5103,1,"AGBL5"
"79741","ENSG00000216937",7.046,7.196,7.121,0.03,0.9742,1,"CCDC7"
"91689","ENSG00000183172",8.347,8.342,8.344,0.409,0.7916,1,"SMDT1"
"283089","ENSG00000227165",6.536,6.449,6.492,-1.355,0.1442,1,"WDR11-AS1"
"1595","ENSG00000001630",10.025,10.224,10.125,0.216,0.8525,1,"CYP51A1"
"29110","ENSG00000183735",9.684,9.628,9.656,-1.528,0.5042,1,"TBK1"
"101927497","ENSG00000237819",6.445,6.498,6.472,-0.184,0.8633,1,"AC002454.1"
"132","ENSG00000156110",9.076,9.11,9.093,-1.627,0.5547,1,"ADK"
"101929031","ENSG00000261405",6.619,6.658,6.639,-0.337,0.8261,1,"AC136944.3"
"6305","ENSG00000100241",11.724,11.545,11.635,0.806,0.6893,1,"SBF1"
"81875","ENSG00000143319",9.038,9.097,9.068,3.791,0.0004522,1,"ISG20L2"
"92335","ENSG00000266173",9.186,9.294,9.24,-0.675,0.2985,1,"STRADA"
"1209","ENSG00000104853",11.152,10.965,11.059,-0.285,0.8132,1,"CLPTM1"
"4547","ENSG00000138823",6.511,6.363,6.437,0.882,0.4129,1,"MTTP"
"100616530","ENSG00000253773",6.237,6.263,6.25,-0.839,0.6104,1,"C8orf37-AS1"
"1001","ENSG00000062038",6.464,6.631,6.548,2.109,0.01846,1,"CDH3"
"4815","ENSG00000171840",6.803,6.779,6.791,1.512,0.4175,1,"NINJ2"
"118491","ENSG00000156042",7.97,7.956,7.963,-1.479,0.5807,1,"CFAP70"
"4598","ENSG00000110921",7.547,7.84,7.694,0.023,0.9849,1,"MVK"
"9131","ENSG00000156709",9.095,9.132,9.114,1.065,0.5833,1,"AIFM1"
"100288380","ENSG00000260128",6.468,6.453,6.461,-0.803,0.5817,1,"ULK4P2"
"8427","ENSG00000170265",9.454,9.289,9.371,0.024,0.9877,1,"ZNF282"
"441381","ENSG00000254402",6.802,6.833,6.818,-0.435,0.7622,1,"LRRC24"
"7047","ENSG00000163810",6.346,6.209,6.278,0.121,0.9355,1,"TGM4"
"11140","ENSG00000105401",11.362,11.285,11.323,-1.838,0.485,1,"CDC37"
"342","ENSG00000214855",6.374,6.362,6.368,0.993,0.4825,1,"APOC1P1"
"253982","ENSG00000174939",7.594,7.446,7.52,-1.195,0.5812,1,"ASPHD1"
"105375013","ENSG00000228022",6.441,6.441,6.441,-0.346,0.6966,1,"HCG20"
"79724","ENSG00000169957",9.123,9.195,9.159,-0.645,0.5104,1,"ZNF768"
"252995","ENSG00000160097",6.649,6.862,6.755,1.794,0.5089,1,"FNDC5"
"55757","ENSG00000102595",10.024,9.949,9.986,0.953,0.5642,1,"UGGT2"
"957","ENSG00000187097",9.154,8.937,9.046,-0.378,0.8402,1,"ENTPD5"
"8804","ENSG00000143162",11.757,11.69,11.724,-1.264,0.1596,1,"CREG1"
"101927322","ENSG00000267226",6.422,6.416,6.419,-1.457,0.3708,1,"AC104971.1"
"149420","ENSG00000175087",7.447,7.524,7.485,-0.366,0.8317,1,"PDIK1L"
"100874054","ENSG00000228126",6.442,6.485,6.464,0.558,0.6158,1,"FALEC"
"103724390","ENSG00000234722",6.821,6.788,6.805,0.083,0.96,1,"LINC01287"
"54965","ENSG00000163964",8.365,8.239,8.302,-0.974,0.7252,1,"PIGX"
"10342","ENSG00000114354",11.136,11.043,11.089,0.739,0.5024,1,"TFG"
"55676","ENSG00000152683",9.747,9.719,9.733,0.32,0.846,1,"SLC30A6"
"79770","ENSG00000113621",10.449,10.378,10.414,0.104,0.9624,1,"TXNDC15"
"643596","ENSG00000233198",6.637,6.598,6.617,-0.022,0.9815,1,"RNF224"
"57508","ENSG00000108506",8.652,8.538,8.595,-0.318,0.7541,1,"INTS2"
"55794","ENSG00000182810",7.85,7.789,7.82,-1.883,0.3585,1,"DDX28"
"79747","ENSG00000118492",6.348,6.504,6.426,1.729,0.442,1,"ADGB"
"100506994","ENSG00000241472",6.803,6.883,6.843,0.844,0.7543,1,"PTPRG-AS1"
"1660","ENSG00000135829",11.812,11.807,11.809,0.696,0.632,1,"DHX9"
"27151","ENSG00000160111",7.136,7.25,7.193,0.197,0.9275,1,"CPAMD8"
"8607","ENSG00000175792",9.557,9.488,9.522,-0.138,0.8882,1,"RUVBL1"
"51123","ENSG00000120963",9.668,9.764,9.716,-0.171,0.9,1,"ZNF706"
"84520","ENSG00000170270",7.613,7.552,7.583,-0.482,0.7329,1,"GON7"
"100288077","ENSG00000255282",6.373,6.337,6.355,-2.342,0.02548,1,"WTAPP1"
"115209","ENSG00000162600",8.694,8.641,8.667,-1.583,0.292,1,"OMA1"
"6263","ENSG00000198838",7.032,6.95,6.991,0.285,0.8138,1,"RYR3"
"498","ENSG00000152234",12.399,12.355,12.377,0.217,0.911,1,"ATP5F1A"
"728","ENSG00000197405",6.903,6.843,6.873,0.161,0.9295,1,"C5AR1"
"23567","ENSG00000113761",8.692,8.557,8.624,-1.408,0.2347,1,"ZNF346"
"130340","ENSG00000152056",6.979,6.995,6.987,0.212,0.8947,1,"AP1S3"
"124221","ENSG00000172460",6.639,6.594,6.616,-1.108,0.6284,1,"PRSS30P"
"439949","ENSG00000237943",6.358,6.415,6.387,1.764,0.3897,1,"PRKCQ-AS1"
"2581","ENSG00000054983",9.707,9.589,9.648,0.178,0.8776,1,"GALC"
"1371","ENSG00000080819",9.317,9.283,9.3,0.596,0.489,1,"CPOX"
"11136","ENSG00000021488",6.348,6.423,6.386,-0.18,0.8467,1,"SLC7A9"
"23353","ENSG00000164828",11.717,11.535,11.626,0.901,0.5167,1,"SUN1"
"53838","ENSG00000171067",10.111,10.025,10.068,-0.09,0.92,1,"C11orf24"
"56301","ENSG00000130876",6.244,6.255,6.249,-0.543,0.7879,1,"SLC7A10"
"100506302","ENSG00000216895",7.302,7.128,7.215,1.874,0.4846,1,"AC009403.1"
"285382","ENSG00000187068",6.84,6.762,6.801,0.728,0.7545,1,"C3orf70"
"101927686","ENSG00000230943",6.326,6.442,6.384,-1.524,0.4906,1,"LINC02541"
"129138","ENSG00000100124",8.594,8.412,8.503,1.169,0.4443,1,"ANKRD54"
"100507171","ENSG00000225439",7.367,7.359,7.363,-0.561,0.7016,1,"BOLA3-AS1"
"105377348","ENSG00000246560",6.99,6.914,6.952,0.866,0.6759,1,"AC018797.2"
"103752588","ENSG00000273129",6.468,6.561,6.514,-1.176,0.4857,1,"PACERR"
"98","ENSG00000170634",8.106,8.018,8.062,-0.444,0.8489,1,"ACYP2"
"6604","ENSG00000082014",9.936,9.858,9.897,0.523,0.5502,1,"SMARCD3"
"23308","ENSG00000160223",6.803,7.019,6.911,-0.439,0.5705,1,"ICOSLG"
"8536","ENSG00000134072",8.936,8.901,8.918,1.163,0.4534,1,"CAMK1"
"146434","ENSG00000167981",7.528,7.616,7.572,1.601,0.3885,1,"ZNF597"
"2972","ENSG00000185024",9.172,9.298,9.235,-0.988,0.5958,1,"BRF1"
"100874362","ENSG00000230148",7.486,7.274,7.38,0.907,0.6772,1,"HOXB-AS1"
"100128071","ENSG00000225828",7.6,7.639,7.619,-2.386,0.4078,1,"FAM229A"
"53938","ENSG00000240344",8.955,9.161,9.058,0.898,0.4418,1,"PPIL3"
"1108","ENSG00000111642",12.179,12.515,12.347,-0.307,0.85,1,"CHD4"
"84436","ENSG00000167555",9.522,9.789,9.655,-1.061,0.6737,1,"ZNF528"
"5195","ENSG00000142655",8.779,8.808,8.793,-0.025,0.9733,1,"PEX14"
"100533464","ENSG00000111215",6.696,6.726,6.711,0.816,0.6529,1,"PRR4"
"29108","ENSG00000103490",8.352,8.249,8.301,0.124,0.9339,1,"PYCARD"
"673","ENSG00000157764",9.711,9.723,9.717,1.568,0.2857,1,"BRAF"
"84871","ENSG00000186094",6.365,6.353,6.359,0.143,0.9416,1,"AGBL4"
"101409258","ENSG00000253559",6.733,6.631,6.682,0.135,0.8663,1,"OSGEPL1-AS1"
"91734","ENSG00000148377",6.391,6.451,6.421,-1.095,0.5202,1,"IDI2"
"9698","ENSG00000134644",11.243,11.251,11.247,-0.343,0.8648,1,"PUM1"
"3145","ENSG00000256269",8.218,8.209,8.213,-0.152,0.9329,1,"HMBS"
"8872","ENSG00000151465",10.206,10.061,10.134,0.37,0.7819,1,"CDC123"
"9816","ENSG00000135763",8.203,8.064,8.134,1.147,0.213,1,"URB2"
"55335","ENSG00000165028",6.853,6.966,6.91,-0.807,0.4117,1,"NIPSNAP3B"
"119016","ENSG00000188234",7.971,8.111,8.041,-0.747,0.6477,1,"AGAP4"
"79412","ENSG00000131650",6.295,6.362,6.328,-0.264,0.741,1,"KREMEN2"
"23423","ENSG00000166557",10.652,10.734,10.693,-2.852,0.1743,1,"TMED3"
"91304","ENSG00000182087",11.418,11.192,11.305,0.118,0.89,1,"TMEM259"
"11068","ENSG00000114395",8.143,8.163,8.153,-0.082,0.9579,1,"CYB561D2"
"11336","ENSG00000180104",10.176,10.183,10.18,3.079,0.1419,1,"EXOC3"
"11331","ENSG00000215021",11.355,11.266,11.31,1.148,0.1982,1,"PHB2"
"10578","ENSG00000115523",6.247,6.298,6.273,0.64,0.4097,1,"GNLY"
"54148","ENSG00000154719",8.393,8.342,8.368,0.476,0.6543,1,"MRPL39"
"26059","ENSG00000187672",6.24,6.333,6.287,2.539,0.1527,1,"ERC2"
"51105","ENSG00000129292",10.611,10.617,10.614,-1.049,0.7445,1,"PHF20L1"
"7174","ENSG00000134900",10.955,10.773,10.864,-2.44,0.08035,1,"TPP2"
"84419","ENSG00000166920",6.543,6.632,6.587,-1.191,0.3816,1,"C15orf48"
"55677","ENSG00000163166",10.082,10.172,10.127,-0.636,0.6407,1,"IWS1"
"54504","ENSG00000106066",6.352,6.355,6.354,-0.696,0.6298,1,"CPVL"
"252884","ENSG00000186496",7.646,7.669,7.658,0.583,0.6419,1,"ZNF396"
"7458","ENSG00000106682",12.632,12.578,12.605,-0.329,0.7399,1,"EIF4H"
"92558","ENSG00000135127",6.447,6.449,6.448,0.351,0.9027,1,"BICDL1"
"100507420","ENSG00000253161",6.546,6.787,6.667,0.53,0.4997,1,"LINC01605"
"56992","ENSG00000163808",7.104,7.085,7.094,-0.291,0.7801,1,"KIF15"
"3069","ENSG00000115677",14.466,14.575,14.521,2.618,0.1866,1,"HDLBP"
"83732","ENSG00000124784",8.78,8.801,8.791,0.667,0.7062,1,"RIOK1"
"145957","ENSG00000169752",6.553,6.629,6.591,1.031,0.6425,1,"NRG4"
"3902","ENSG00000089692",6.508,6.513,6.51,0.056,0.9675,1,"LAG3"
"9048","ENSG00000117407",6.535,6.558,6.547,-2.963,0.2215,1,"ARTN"
"1869","ENSG00000101412",7.217,7.149,7.183,0.131,0.9148,1,"E2F1"
"155061","ENSG00000181220",9.242,9.072,9.157,1.878,0.2283,1,"ZNF746"
"6924","ENSG00000011007",10.571,10.417,10.494,-0.484,0.492,1,"ELOA"
"221786","ENSG00000221909",8.132,8.251,8.191,-0.672,0.5172,1,"FAM200A"
"64231","ENSG00000110077",6.416,6.483,6.45,0.903,0.3145,1,"MS4A6A"
"79712","ENSG00000121964",9.186,8.976,9.081,-0.636,0.5967,1,"GTDC1"
"6811","ENSG00000162236",9.925,9.861,9.893,0.12,0.8982,1,"STX5"
"4869","ENSG00000181163",13.271,13.414,13.343,0.411,0.6595,1,"NPM1"
"693155","ENSG00000207650",6.524,6.507,6.516,-2.541,0.2436,1,"MIR570"
"56130","ENSG00000113211",6.865,6.815,6.84,-0.41,0.8601,1,"PCDHB6"
"51368","ENSG00000164081",10.004,9.792,9.898,1.608,0.4657,1,"TEX264"
"100129216","ENSG00000225805",6.274,6.302,6.288,1.031,0.4382,1,"DEFB131B"
"283480","ENSG00000243319",6.281,6.348,6.314,-0.485,0.8112,1,"FGF14-IT1"
"138162","ENSG00000160345",7.313,7.378,7.345,0.058,0.9418,1,"C9orf116"
"142684","ENSG00000172476",7.502,7.201,7.352,0.139,0.8989,1,"RAB40A"
"369","ENSG00000078061",10.034,9.918,9.976,-1.134,0.4005,1,"ARAF"
"2834","ENSG00000119973",6.358,6.325,6.341,1.725,0.4432,1,"PRLHR"
"2197","ENSG00000149806",11.856,11.803,11.829,0.726,0.7551,1,"FAU"
"63943","ENSG00000204315",7.532,7.64,7.586,-0.354,0.6226,1,"FKBPL"
"81035","ENSG00000158270",12.09,12.171,12.13,0.048,0.9747,1,"COLEC12"
"26246","ENSG00000203663",6.702,6.803,6.752,-2.809,0.379,1,"OR2L2"
"375260","ENSG00000146556",9.088,9.224,9.156,0.527,0.466,1,"WASH2P"
"90135","ENSG00000184887",9.822,9.632,9.727,-2.067,0.3359,1,"BTBD6"
"54487","ENSG00000128191",9.599,9.643,9.621,1.826,0.1389,1,"DGCR8"
"79664","ENSG00000128915",9.778,9.715,9.746,-0.566,0.7452,1,"ICE2"
"117247","ENSG00000112394",6.638,6.679,6.658,-0.502,0.6524,1,"SLC16A10"
"3321","ENSG00000143061",6.476,6.571,6.523,-1.228,0.5039,1,"IGSF3"
"123775","ENSG00000166455",6.468,6.456,6.462,-0.636,0.4936,1,"C16orf46"
"727866","ENSG00000268350",9.447,9.325,9.386,-0.12,0.891,1,"FAM156A"
"9135","ENSG00000029725",10.978,10.975,10.976,-0.224,0.8935,1,"RABEP1"
"84085","ENSG00000118496",10.097,9.928,10.012,-2.237,0.1535,1,"FBXO30"
"79934","ENSG00000123815",8.977,9.05,9.013,0.528,0.6303,1,"COQ8B"
"114038","ENSG00000185186",6.197,6.298,6.248,-0.052,0.977,1,"LINC00313"
"29888","ENSG00000090372",10.519,10.389,10.454,2.148,0.4069,1,"STRN4"
"102724663","ENSG00000257467",6.329,6.265,6.297,-1.528,0.5042,1,"PPFIA2-AS1"
"92241","ENSG00000198771",6.567,6.495,6.531,-1.479,0.5121,1,"RCSD1"
"101060200","ENSG00000214029",7.853,8.03,7.942,-2.728,0.4014,1,"ZNF891"
"339874","ENSG00000250608",6.438,6.397,6.418,0.298,0.8624,1,"AC010210.1"
"51009","ENSG00000072849",9.599,9.608,9.603,-0.224,0.8898,1,"DERL2"
"6207","ENSG00000110700",12.505,12.504,12.505,-0.081,0.9145,1,"RPS13"
"9997","ENSG00000130489",8.348,8.157,8.252,-1.016,0.4693,1,"SCO2"
"100130348","ENSG00000187066",6.653,6.737,6.695,0.318,0.885,1,"TMEM262"
"1993","ENSG00000107105",6.473,6.477,6.475,0.149,0.9341,1,"ELAVL2"
"114814","ENSG00000211451",7.09,7.185,7.137,1.206,0.3444,1,"GNRHR2"
"9880","ENSG00000166860",8.215,8.345,8.28,-0.505,0.7144,1,"ZBTB39"
"8723","ENSG00000114520",9.039,8.892,8.966,-0.208,0.8263,1,"SNX4"
"818","ENSG00000148660",9.791,9.938,9.865,-0.95,0.4785,1,"CAMK2G"
"80829","ENSG00000186660",11.281,11.302,11.292,-4.07,0.01561,1,"ZFP91"
"653073","ENSG00000179938",6.582,6.645,6.614,-0.942,0.3768,1,"GOLGA8J"
"107983987","ENSG00000278961",6.362,6.591,6.476,0.01,0.99,1,"SMIM34B"
"7552","ENSG00000147180",6.778,6.946,6.862,-0.223,0.8772,1,"ZNF711"
"255762","ENSG00000155714",6.377,6.346,6.361,0.052,0.9714,1,"PDZD9"
"58475","ENSG00000166927",6.449,6.376,6.412,-0.185,0.9464,1,"MS4A7"
"101927237","ENSG00000250075",6.214,6.316,6.265,0.375,0.6966,1,"AC104806.2"
"401397","ENSG00000214194",9.242,9.23,9.236,-0.37,0.7233,1,"SMIM30"
"999","ENSG00000039068",6.45,6.531,6.491,-1.093,0.567,1,"CDH1"
"51450","ENSG00000167157",9.287,9.398,9.343,-0.002,0.9992,1,"PRRX2"
"23591","ENSG00000267496",6.445,6.492,6.469,0.175,0.8658,1,"FAM215A"
"134266","ENSG00000164284",8.298,8.465,8.382,-1.368,0.1227,1,"GRPEL2"
"9311","ENSG00000213199",7.302,7.18,7.241,1.62,0.3663,1,"ASIC3"
"9031","ENSG00000009954",11.571,11.586,11.578,1.066,0.366,1,"BAZ1B"
"23107","ENSG00000113048",10.221,10.266,10.244,0.762,0.6962,1,"MRPS27"
"285315","ENSG00000174928",7.337,7.311,7.324,0.129,0.939,1,"C3orf33"
"29117","ENSG00000166164",10.225,10.193,10.209,1.131,0.303,1,"BRD7"
"4056","ENSG00000213316",6.509,6.671,6.59,-0.242,0.8577,1,"LTC4S"
"124857","ENSG00000173714",6.519,6.522,6.52,-0.442,0.8287,1,"WFIKKN2"
"10882","ENSG00000131094",6.98,7.079,7.03,0.103,0.9291,1,"C1QL1"
"151475","ENSG00000226125",6.44,6.508,6.474,0.876,0.6986,1,"LINC01907"
"113829","ENSG00000176087",10.186,10.107,10.146,-0.354,0.6405,1,"SLC35A4"
"100113407","ENSG00000205269",8.022,7.825,7.923,0.102,0.9623,1,"TMEM170B"
"7746","ENSG00000137185",7.84,7.961,7.901,-1.4,0.6103,1,"ZSCAN9"
"79954","ENSG00000115761",9.325,9.265,9.295,0.654,0.6338,1,"NOL10"
"83707","ENSG00000149743",8.76,8.649,8.705,-1.825,0.4105,1,"TRPT1"
"25998","ENSG00000005700",10.278,10.374,10.326,-0.66,0.7147,1,"IBTK"
"100874019","ENSG00000242522",6.445,6.528,6.487,-0.236,0.9179,1,"KLHL6-AS1"
"65980","ENSG00000028310",9.465,9.458,9.461,-1.078,0.2359,1,"BRD9"
"222662","ENSG00000197753",6.617,6.749,6.683,-0.859,0.6902,1,"LHFPL5"
